county,city,date,population,housing units,single family,Multi-family,mobile homes,occupied,vacancy rate
Butte,Biggs,1/1/1992,"1,650",566,475,45,46,536,5.30%
Butte,Biggs,1/1/1993,"1,643",566,476,44,46,535,5.48%
Butte,Biggs,1/1/1994,"1,642",566,477,43,46,534,5.65%
Butte,Biggs,1/1/1995,"1,678",573,487,41,45,540,5.76%
Butte,Biggs,1/1/1996,"1,679",574,490,39,45,539,6.10%
Butte,Biggs,1/1/1997,"1,717",587,501,38,48,550,6.30%
Butte,Biggs,1/1/1998,"1,722",587,502,37,48,548,6.64%
Butte,Biggs,1/1/1999,"1,790",612,529,35,48,571,6.70%
Butte,Biggs,1/1/2000,"1,792",613,533,33,47,571,6.85%
Butte,Chico,4/1/1990,"39,970","16,248","7,606","8,340",302,"15,463",4.83%
Butte,Chico,1/1/1991,"41,210","16,786","7,914","8,532",340,"15,994",4.72%
Butte,Chico,1/1/1992,"44,082","18,067","8,328","9,388",351,"17,238",4.59%
Butte,Chico,1/1/1993,"45,973","18,877","8,777","9,742",358,"18,034",4.47%
Butte,Chico,1/1/1994,"47,185","19,356","9,210","9,781",365,"18,515",4.34%
Butte,Chico,1/1/1995,"49,178","19,785","9,546","9,864",375,"18,948",4.23%
Butte,Chico,1/1/1996,"50,395","20,229","9,887","9,941",401,"19,396",4.12%
Butte,Chico,1/1/1997,"53,598","21,580","10,716","10,316",548,"20,722",3.98%
Butte,Chico,1/1/1998,"56,472","22,689","11,481","10,632",576,"21,803",3.90%
Butte,Chico,1/1/1999,"58,520","23,558","12,135","10,799",624,"22,656",3.83%
Butte,Chico,1/1/2000,"60,199","24,283","12,720","10,932",631,"23,372",3.75%
Butte,Gridley,4/1/1990,"4,631","1,810","1,518",274,18,"1,719",5.03%
Butte,Gridley,1/1/1991,"4,684","1,810","1,518",272,20,"1,718",5.08%
Butte,Gridley,1/1/1992,"4,774","1,831","1,541",269,21,"1,735",5.24%
Butte,Gridley,1/1/1993,"4,801","1,833","1,545",265,23,"1,735",5.35%
Butte,Gridley,1/1/1994,"4,892","1,869","1,561",283,25,"1,767",5.46%
Butte,Gridley,1/1/1995,"4,997","1,870","1,562",281,27,"1,765",5.61%
Butte,Gridley,1/1/1996,"5,023","1,869","1,562",278,29,"1,762",5.72%
Butte,Gridley,1/1/1997,"5,133","1,901","1,597",273,31,"1,790",5.84%
Butte,Gridley,1/1/1998,"5,189","1,906","1,603",271,32,"1,792",5.98%
Butte,Gridley,1/1/1999,"5,368","1,969","1,618",279,72,"1,850",6.04%
Butte,Gridley,1/1/2000,"5,401","1,974","1,623",277,74,"1,853",6.13%
Butte,Oroville,4/1/1990,"11,885","4,809","2,709","1,768",331,"4,491",6.61%
Butte,Oroville,1/1/1991,"12,144","4,882","2,774","1,772",336,"4,545",6.90%
Butte,Oroville,1/1/1992,"12,173","4,908","2,791","1,776",341,"4,552",7.25%
Butte,Oroville,1/1/1993,"12,255","4,959","2,821","1,792",346,"4,581",7.62%
Butte,Oroville,1/1/1994,"12,386","5,008","2,857","1,801",350,"4,609",7.97%
Butte,Oroville,1/1/1995,"12,507","5,195","2,879","1,961",355,"4,766",8.26%
Butte,Oroville,1/1/1996,"12,717","5,287","2,963","1,964",360,"4,834",8.57%
Butte,Oroville,1/1/1997,"12,796","5,324","2,994","1,965",365,"4,851",8.88%
Butte,Oroville,1/1/1998,"12,855","5,336","3,002","1,965",369,"4,844",9.22%
Butte,Oroville,1/1/1999,"12,993","5,409","3,008","2,027",374,"4,894",9.52%
Butte,Oroville,1/1/2000,"12,990","5,417","3,012","2,027",378,"4,884",9.84%
Butte,Paradise,4/1/1990,"25,401","11,631","8,111","1,110","2,411","11,043",5.06%
Butte,Paradise,1/1/1991,"25,599","11,771","8,225","1,114","2,432","11,165",5.15%
Butte,Paradise,1/1/1992,"25,768","11,850","8,311","1,096","2,443","11,223",5.29%
Butte,Paradise,1/1/1993,"25,885","11,940","8,411","1,081","2,448","11,293",5.42%
Butte,Paradise,1/1/1994,"26,127","12,008","8,492","1,068","2,448","11,342",5.55%
Butte,Paradise,1/1/1995,"26,132","12,095","8,563","1,062","2,470","11,409",5.67%
Butte,Paradise,1/1/1996,"26,186","12,149","8,629","1,050","2,470","11,445",5.79%
Butte,Paradise,1/1/1997,"26,188","12,181","8,680","1,031","2,470","11,460",5.92%
Butte,Paradise,1/1/1998,"26,342","12,248","8,739","1,040","2,469","11,507",6.05%
Butte,Paradise,1/1/1999,"26,342","12,303","8,792","1,042","2,469","11,544",6.17%
Butte,Paradise,1/1/2000,"26,371","12,359","8,856","1,034","2,469","11,581",6.30%
Butte,Incorporated,4/1/1990,"83,468","35,046","20,397","11,540","3,109","33,237",5.16%
Butte,Incorporated,1/1/1991,"85,277","35,815","20,903","11,737","3,175","33,959",5.18%
Butte,Incorporated,1/1/1992,"88,447","37,222","21,446","12,574","3,202","35,284",5.21%
Butte,Incorporated,1/1/1993,"90,557","38,175","22,030","12,924","3,221","36,178",5.23%
Butte,Incorporated,1/1/1994,"92,232","38,807","22,597","12,976","3,234","36,767",5.26%
Butte,Incorporated,1/1/1995,"94,492","39,518","23,037","13,209","3,272","37,428",5.29%
Butte,Incorporated,1/1/1996,"96,000","40,108","23,531","13,272","3,305","37,976",5.32%
Butte,Incorporated,1/1/1997,"99,432","41,573","24,488","13,623","3,462","39,373",5.29%
Butte,Incorporated,1/1/1998,"102,580","42,766","25,327","13,945","3,494","40,494",5.31%
Butte,Incorporated,1/1/1999,"105,013","43,851","26,082","14,182","3,587","41,515",5.33%
Butte,Incorporated,1/1/2000,"106,753","44,646","26,744","14,303","3,599","42,261",5.34%
Butte,Balance of County,4/1/1990,"98,652","41,069","25,868","4,824","10,377","38,428",6.43%
Butte,Balance of County,1/1/1991,"100,116","41,652","26,373","4,761","10,518","38,904",6.60%
Butte,Balance of County,1/1/1992,"100,686","42,198","26,878","4,663","10,657","39,320",6.82%
Butte,Balance of County,1/1/1993,"101,201","42,633","27,260","4,575","10,798","39,635",7.03%
Butte,Balance of County,1/1/1994,"101,835","42,727","27,319","4,501","10,907","39,630",7.25%
Butte,Balance of County,1/1/1995,"101,902","42,918","27,568","4,396","10,954","39,715",7.46%
Butte,Balance of County,1/1/1996,"101,611","42,871","27,581","4,283","11,007","39,577",7.68%
Butte,Balance of County,1/1/1997,"99,264","41,928","27,225","3,837","10,866","38,602",7.93%
Butte,Balance of County,1/1/1998,"97,437","41,095","26,924","3,449","10,722","37,729",8.19%
Butte,Balance of County,1/1/1999,"96,009","40,672","26,883","3,174","10,615","37,233",8.46%
Butte,Balance of County,1/1/2000,"95,905","40,715","27,101","3,014","10,600","37,179",8.68%
Butte,County Total,4/1/1990,"182,120","76,115","46,265","16,364","13,486","71,665",5.85%
Butte,County Total,1/1/1991,"185,393","77,467","47,276","16,498","13,693","72,863",5.94%
Butte,County Total,1/1/1992,"189,133","79,420","48,324","17,237","13,859","74,604",6.06%
Butte,County Total,1/1/1993,"191,758","80,808","49,290","17,499","14,019","75,813",6.18%
Butte,County Total,1/1/1994,"194,067","81,534","49,916","17,477","14,141","76,397",6.30%
Butte,County Total,1/1/1995,"196,394","82,436","50,605","17,605","14,226","77,143",6.42%
Butte,County Total,1/1/1996,"197,611","82,979","51,112","17,555","14,312","77,553",6.54%
Butte,County Total,1/1/1997,"198,696","83,501","51,713","17,460","14,328","77,975",6.62%
Butte,County Total,1/1/1998,"200,017","83,861","52,251","17,394","14,216","78,223",6.72%
Butte,County Total,1/1/1999,"201,022","84,523","52,965","17,356","14,202","78,748",6.83%
Butte,County Total,1/1/2000,"202,658","85,361","53,845","17,317","14,199","79,440",6.94%
Calaveras,Angels City,4/1/1990,"2,582","1,229",776,231,222,"1,107",9.93%
Calaveras,Angels City,1/1/1991,"2,644","1,251",797,233,221,"1,127",9.91%
Calaveras,Angels City,1/1/1992,"2,731","1,263",809,233,221,"1,139",9.82%
Calaveras,Angels City,1/1/1993,"2,734","1,274",820,233,221,"1,149",9.81%
Calaveras,Angels City,1/1/1994,"2,775","1,285",831,234,220,"1,159",9.81%
Calaveras,Angels City,1/1/1995,"2,824","1,298",845,234,219,"1,171",9.78%
Calaveras,Angels City,1/1/1996,"2,827","1,307",855,234,218,"1,180",9.72%
Calaveras,Angels City,1/1/1997,"2,870","1,324",873,234,217,"1,196",9.67%
Calaveras,Angels City,1/1/1998,"2,909","1,342",891,235,216,"1,213",9.61%
Calaveras,Angels City,1/1/1999,"2,918","1,366",917,234,215,"1,235",9.59%
Calaveras,Angels City,1/1/2000,"2,991","1,412",963,235,214,"1,277",9.56%
Calaveras,Incorporated,4/1/1990,"2,582","1,229",776,231,222,"1,107",9.93%
Calaveras,Incorporated,1/1/1991,"2,644","1,251",797,233,221,"1,127",9.91%
Calaveras,Incorporated,1/1/1992,"2,731","1,263",809,233,221,"1,139",9.82%
Calaveras,Incorporated,1/1/1993,"2,734","1,274",820,233,221,"1,149",9.81%
Calaveras,Incorporated,1/1/1994,"2,775","1,285",831,234,220,"1,159",9.81%
Calaveras,Incorporated,1/1/1995,"2,824","1,298",845,234,219,"1,171",9.78%
Calaveras,Incorporated,1/1/1996,"2,827","1,307",855,234,218,"1,180",9.72%
Calaveras,Incorporated,1/1/1997,"2,870","1,324",873,234,217,"1,196",9.67%
Calaveras,Incorporated,1/1/1998,"2,909","1,342",891,235,216,"1,213",9.61%
Calaveras,Incorporated,1/1/1999,"2,918","1,366",917,234,215,"1,235",9.59%
Calaveras,Incorporated,1/1/2000,"2,991","1,412",963,235,214,"1,277",9.56%
Calaveras,Balance of County,4/1/1990,"29,416","17,924","15,118",802,"2,004","11,542",35.61%
Calaveras,Balance of County,1/1/1991,"30,836","18,455","15,635",789,"2,031","11,983",35.07%
Calaveras,Balance of County,1/1/1992,"32,485","19,002","16,167",768,"2,067","12,467",34.39%
Calaveras,Balance of County,1/1/1993,"33,598","19,457","16,611",749,"2,097","12,894",33.73%
Calaveras,Balance of County,1/1/1994,"34,395","19,842","16,993",732,"2,117","13,272",33.11%
Calaveras,Balance of County,1/1/1995,"35,155","20,236","17,374",726,"2,136","13,659",32.50%
Calaveras,Balance of County,1/1/1996,"35,653","20,497","17,707",701,"2,089","13,960",31.89%
Calaveras,Balance of County,1/1/1997,"36,394","20,735","18,016",678,"2,041","14,245",31.30%
Calaveras,Balance of County,1/1/1998,"36,895","20,914","18,238",654,"2,022","14,494",30.70%
Calaveras,Balance of County,1/1/1999,"37,065","21,179","18,528",643,"2,008","14,796",30.14%
Calaveras,Balance of County,1/1/2000,"37,474","21,456","18,814",621,"2,021","15,106",29.60%
Calaveras,County Total,4/1/1990,"31,998","19,153","15,894","1,033","2,226","12,649",33.96%
Calaveras,County Total,1/1/1991,"33,480","19,706","16,432","1,022","2,252","13,110",33.47%
Calaveras,County Total,1/1/1992,"35,216","20,265","16,976","1,001","2,288","13,606",32.86%
Calaveras,County Total,1/1/1993,"36,332","20,731","17,431",982,"2,318","14,043",32.26%
Calaveras,County Total,1/1/1994,"37,170","21,127","17,824",966,"2,337","14,431",31.69%
Calaveras,County Total,1/1/1995,"37,979","21,534","18,219",960,"2,355","14,830",31.13%
Calaveras,County Total,1/1/1996,"38,480","21,804","18,562",935,"2,307","15,140",30.56%
Calaveras,County Total,1/1/1997,"39,264","22,059","18,889",912,"2,258","15,441",30.00%
Calaveras,County Total,1/1/1998,"39,804","22,256","19,129",889,"2,238","15,707",29.43%
Calaveras,County Total,1/1/1999,"39,983","22,545","19,445",877,"2,223","16,031",28.89%
Calaveras,County Total,1/1/2000,"40,465","22,868","19,777",856,"2,235","16,383",28.36%
Colusa,Colusa,4/1/1990,"4,934","1,896","1,434",412,50,"1,804",4.85%
Colusa,Colusa,1/1/1991,"4,968","1,913","1,455",408,50,"1,819",4.91%
Colusa,Colusa,1/1/1992,"5,026","1,920","1,468",402,50,"1,823",5.05%
Colusa,Colusa,1/1/1993,"5,053","1,940","1,500",390,50,"1,841",5.10%
Colusa,Colusa,1/1/1994,"5,141","1,970","1,509",411,50,"1,867",5.23%
Colusa,Colusa,1/1/1995,"5,195","2,004","1,522",432,50,"1,897",5.34%
Colusa,Colusa,1/1/1996,"5,238","1,995","1,523",422,50,"1,886",5.46%
Colusa,Colusa,1/1/1997,"5,352","2,018","1,557",411,50,"1,906",5.55%
Colusa,Colusa,1/1/1998,"5,407","2,034","1,584",400,50,"1,919",5.65%
Colusa,Colusa,1/1/1999,"5,375","2,025","1,587",388,50,"1,908",5.78%
Colusa,Colusa,1/1/2000,"5,386","2,018","1,594",374,50,"1,900",5.85%
Colusa,Williams,4/1/1990,"2,297",764,563,151,50,703,7.98%
Colusa,Williams,1/1/1991,"2,434",784,580,153,51,724,7.65%
Colusa,Williams,1/1/1992,"2,702",852,639,150,63,790,7.28%
Colusa,Williams,1/1/1993,"2,910",899,663,173,63,836,7.01%
Colusa,Williams,1/1/1994,"3,095",946,698,180,68,884,6.55%
Colusa,Williams,1/1/1995,"3,235",961,705,188,68,900,6.35%
Colusa,Williams,1/1/1996,"3,310",954,702,185,67,897,5.97%
Colusa,Williams,1/1/1997,"3,383",948,699,182,67,895,5.59%
Colusa,Williams,1/1/1998,"3,445",947,700,180,67,898,5.17%
Colusa,Williams,1/1/1999,"3,525",956,712,177,67,909,4.92%
Colusa,Williams,1/1/2000,"3,646",970,728,175,67,925,4.64%
Colusa,Incorporated,4/1/1990,"7,231","2,660","1,997",563,100,"2,507",5.75%
Colusa,Incorporated,1/1/1991,"7,402","2,697","2,035",561,101,"2,543",5.71%
Colusa,Incorporated,1/1/1992,"7,728","2,772","2,107",552,113,"2,613",5.74%
Colusa,Incorporated,1/1/1993,"7,963","2,839","2,163",563,113,"2,677",5.71%
Colusa,Incorporated,1/1/1994,"8,236","2,916","2,207",591,118,"2,751",5.66%
Colusa,Incorporated,1/1/1995,"8,430","2,965","2,227",620,118,"2,797",5.67%
Colusa,Incorporated,1/1/1996,"8,548","2,949","2,225",607,117,"2,783",5.63%
Colusa,Incorporated,1/1/1997,"8,735","2,966","2,256",593,117,"2,801",5.56%
Colusa,Incorporated,1/1/1998,"8,852","2,981","2,284",580,117,"2,817",5.50%
Colusa,Incorporated,1/1/1999,"8,900","2,981","2,299",565,117,"2,817",5.50%
Colusa,Incorporated,1/1/2000,"9,032","2,988","2,322",549,117,"2,825",5.46%
Colusa,Balance of County,4/1/1990,"9,044","3,635","2,795",234,606,"3,105",14.58%
Colusa,Balance of County,1/1/1991,"9,095","3,636","2,790",234,612,"3,109",14.49%
Colusa,Balance of County,1/1/1992,"9,110","3,674","2,798",238,638,"3,146",14.37%
Colusa,Balance of County,1/1/1993,"9,188","3,696","2,810",238,648,"3,168",14.29%
Colusa,Balance of County,1/1/1994,"9,201","3,701","2,819",237,645,"3,176",14.19%
Colusa,Balance of County,1/1/1995,"9,264","3,717","2,842",237,638,"3,194",14.07%
Colusa,Balance of County,1/1/1996,"9,442","3,745","2,875",238,632,"3,222",13.97%
Colusa,Balance of County,1/1/1997,"9,569","3,761","2,899",237,625,"3,239",13.88%
Colusa,Balance of County,1/1/1998,"9,607","3,771","2,915",237,619,"3,251",13.79%
Colusa,Balance of County,1/1/1999,"9,626","3,777","2,928",237,612,"3,260",13.69%
Colusa,Balance of County,1/1/2000,"9,702","3,790","2,947",237,606,"3,275",13.59%
Colusa,County Total,4/1/1990,"16,275","6,295","4,792",797,706,"5,612",10.85%
Colusa,County Total,1/1/1991,"16,497","6,333","4,825",795,713,"5,652",10.75%
Colusa,County Total,1/1/1992,"16,838","6,446","4,905",790,751,"5,759",10.66%
Colusa,County Total,1/1/1993,"17,151","6,535","4,973",801,761,"5,845",10.56%
Colusa,County Total,1/1/1994,"17,437","6,617","5,026",828,763,"5,927",10.43%
Colusa,County Total,1/1/1995,"17,694","6,682","5,069",857,756,"5,991",10.34%
Colusa,County Total,1/1/1996,"17,990","6,694","5,100",845,749,"6,005",10.29%
Colusa,County Total,1/1/1997,"18,304","6,727","5,155",830,742,"6,040",10.21%
Colusa,County Total,1/1/1998,"18,459","6,752","5,199",817,736,"6,068",10.13%
Colusa,County Total,1/1/1999,"18,526","6,758","5,227",802,729,"6,077",10.08%
Colusa,County Total,1/1/2000,"18,734","6,778","5,269",786,723,"6,100",10.00%
Contra Costa,Antioch,4/1/1990,"62,195","22,973","17,160","5,463",350,"21,401",6.84%
Contra Costa,Antioch,1/1/1991,"64,157","23,570","17,725","5,488",357,"22,054",6.43%
Contra Costa,Antioch,1/1/1992,"66,914","24,242","18,439","5,456",347,"22,808",5.92%
Contra Costa,Antioch,1/1/1993,"70,185","25,134","19,375","5,422",337,"23,766",5.44%
Contra Costa,Antioch,1/1/1994,"73,291","26,024","20,257","5,440",327,"24,725",4.99%
Contra Costa,Antioch,1/1/1995,"75,805","26,711","20,910","5,480",321,"25,492",4.56%
Contra Costa,Antioch,1/1/1996,"77,925","27,292","21,534","5,447",311,"26,162",4.14%
Contra Costa,Antioch,1/1/1997,"80,662","27,915","22,201","5,414",300,"26,871",3.74%
Contra Costa,Antioch,1/1/1998,"83,550","28,508","22,839","5,377",292,"27,552",3.35%
Contra Costa,Antioch,1/1/1999,"86,408","29,070","23,448","5,340",282,"28,204",2.98%
Contra Costa,Antioch,1/1/2000,"90,091","30,024","24,144","5,608",272,"29,221",2.67%
Contra Costa,Brentwood,4/1/1990,"7,563","2,628","2,028",369,231,"2,475",5.82%
Contra Costa,Brentwood,1/1/1991,"7,965","2,770","2,094",436,240,"2,621",5.38%
Contra Costa,Brentwood,1/1/1992,"8,512","2,951","2,302",398,251,"2,807",4.88%
Contra Costa,Brentwood,1/1/1993,"9,227","3,196","2,578",355,263,"3,055",4.41%
Contra Costa,Brentwood,1/1/1994,"9,888","3,387","2,778",334,275,"3,251",4.02%
Contra Costa,Brentwood,1/1/1995,"11,015","3,765","3,181",297,287,"3,623",3.77%
Contra Costa,Brentwood,1/1/1996,"12,528","4,296","3,738",260,298,"4,139",3.65%
Contra Costa,Brentwood,1/1/1997,"13,795","4,711","4,177",224,310,"4,545",3.52%
Contra Costa,Brentwood,1/1/1998,"16,108","5,455","4,657",476,322,"5,263",3.52%
Contra Costa,Brentwood,1/1/1999,"19,064","6,399","5,348",718,333,"6,168",3.61%
Contra Costa,Brentwood,1/1/2000,"22,003","7,358","6,332",681,345,"7,088",3.67%
Contra Costa,Clayton,4/1/1990,"7,317","2,361","2,357",3,1,"2,332",1.23%
Contra Costa,Clayton,1/1/1991,"7,750","2,541","2,534",6,1,"2,510",1.22%
Contra Costa,Clayton,1/1/1992,"7,828","2,611","2,599",10,2,"2,580",1.19%
Contra Costa,Clayton,1/1/1993,"8,096","2,730","2,713",15,2,"2,699",1.14%
Contra Costa,Clayton,1/1/1994,"8,239","2,821","2,800",19,2,"2,789",1.13%
Contra Costa,Clayton,1/1/1995,"8,439","3,052","3,026",23,3,"3,018",1.11%
Contra Costa,Clayton,1/1/1996,"9,033","3,292","3,261",28,3,"3,256",1.09%
Contra Costa,Clayton,1/1/1997,"9,653","3,518","3,482",32,4,"3,480",1.08%
Contra Costa,Clayton,1/1/1998,"10,103","3,675","3,634",37,4,"3,636",1.06%
Contra Costa,Clayton,1/1/1999,"10,545","3,825","3,780",41,4,"3,784",1.07%
Contra Costa,Clayton,1/1/2000,"10,774","3,921","3,871",45,5,"3,880",1.05%
Contra Costa,Concord,4/1/1990,"111,308","43,691","28,516","13,741","1,434","41,917",4.06%
Contra Costa,Concord,1/1/1991,"111,950","44,051","28,625","13,996","1,430","42,325",3.92%
Contra Costa,Concord,1/1/1992,"112,906","44,328","28,729","14,175","1,424","42,707",3.66%
Contra Costa,Concord,1/1/1993,"113,496","44,455","28,880","14,157","1,418","42,903",3.49%
Contra Costa,Concord,1/1/1994,"114,663","44,562","29,016","14,133","1,413","43,097",3.29%
Contra Costa,Concord,1/1/1995,"114,896","44,652","29,143","14,102","1,407","43,287",3.06%
Contra Costa,Concord,1/1/1996,"115,409","44,723","29,249","14,072","1,402","43,403",2.95%
Contra Costa,Concord,1/1/1997,"116,702","44,786","29,349","14,041","1,396","43,548",2.76%
Contra Costa,Concord,1/1/1998,"118,338","44,908","29,513","14,005","1,390","43,684",2.73%
Contra Costa,Concord,1/1/1999,"120,133","45,014","29,678","13,952","1,384","43,842",2.60%
Contra Costa,Concord,1/1/2000,"121,445","45,077","29,784","13,915","1,378","43,993",2.40%
Contra Costa,Danville,4/1/1990,"31,306","11,466","10,967",492,7,"11,064",3.51%
Contra Costa,Danville,1/1/1991,"31,986","11,774","11,147",621,6,"11,378",3.36%
Contra Costa,Danville,1/1/1992,"32,803","12,131","11,391",734,6,"11,744",3.19%
Contra Costa,Danville,1/1/1993,"33,907","12,418","11,571",842,5,"12,043",3.02%
Contra Costa,Danville,1/1/1994,"34,821","12,816","11,955",857,4,"12,448",2.87%
Contra Costa,Danville,1/1/1995,"36,168","13,386","12,511",871,4,"13,019",2.74%
Contra Costa,Danville,1/1/1996,"37,569","13,936","13,046",887,3,"13,572",2.61%
Contra Costa,Danville,1/1/1997,"38,948","14,383","13,479",902,2,"14,024",2.50%
Contra Costa,Danville,1/1/1998,"39,907","14,632","13,713",917,2,"14,286",2.36%
Contra Costa,Danville,1/1/1999,"40,742","14,828","13,894",933,1,"14,498",2.23%
Contra Costa,Danville,1/1/2000,"41,519","15,060","14,113",947,0,"14,743",2.10%
Contra Costa,El Cerrito,4/1/1990,"22,869","10,311","7,623","2,614",74,"9,924",3.75%
Contra Costa,El Cerrito,1/1/1991,"22,799","10,334","7,624","2,639",71,"9,956",3.66%
Contra Costa,El Cerrito,1/1/1992,"22,694","10,336","7,628","2,641",67,"9,973",3.51%
Contra Costa,El Cerrito,1/1/1993,"22,905","10,469","7,629","2,778",62,"10,113",3.40%
Contra Costa,El Cerrito,1/1/1994,"22,940","10,466","7,629","2,779",58,"10,125",3.26%
Contra Costa,El Cerrito,1/1/1995,"22,886","10,464","7,628","2,782",54,"10,137",3.13%
Contra Costa,El Cerrito,1/1/1996,"22,803","10,466","7,633","2,783",50,"10,153",2.99%
Contra Costa,El Cerrito,1/1/1997,"22,871","10,465","7,634","2,785",46,"10,165",2.87%
Contra Costa,El Cerrito,1/1/1998,"22,992","10,458","7,630","2,787",41,"10,173",2.73%
Contra Costa,El Cerrito,1/1/1999,"23,125","10,453","7,628","2,788",37,"10,182",2.59%
Contra Costa,El Cerrito,1/1/2000,"23,167","10,457","7,633","2,791",33,"10,199",2.47%
Contra Costa,Hercules,4/1/1990,"16,829","5,652","4,966",679,7,"5,308",6.09%
Contra Costa,Hercules,1/1/1991,"17,470","5,916","5,225",685,6,"5,577",5.73%
Contra Costa,Hercules,1/1/1992,"17,914","6,092","5,394",692,6,"5,770",5.29%
